208,"村雨未來","奈良県出身のアイドル"
209,"片桐大地","新潟県出身のロック歌手"
210,"柳湊","山形県出身の作詞家"
211,"薬袋詩織","和歌山県出身のアイドル"
212,"蜂須賀和輝","広島県出身のギタリスト"
213,"藤咲咲菜","徳島県出身の演歌歌手"
214,"水野湊","宮城県出身のミュージシャン"
215,"五百扇優斗","島根県出身のギタリスト"
216,"二宮悠太","兵庫県出身の演歌歌手"
217,"千両美優","福島県出身の演歌歌手"
218,"足利拓海","和歌山県出身の作詞家"
219,"桐島陽菜","京都府出身のアイドル"
220,"矢吹紗良","山形県出身のロック歌手"
221,"九々龍七海","茨城県出身の作曲家"
222,"綾崎優真","埼玉県出身のロック歌手"
223,"御門百花","福島県出身の作曲家"
224,"碓氷咲良","広島県出身のベーシスト"
225,"桜庭心菜","山梨県出身のアイドル"
226,"葛葉一颯","東京都出身のシンガーソングライター"
227,"宇佐遥希","福井県出身の歌手"
228,"仙石凛太郎","京都府出身のアイドル"
229,"五條優奈","長野県出身の歌手"
230,"一条彩音","鹿児島県出身のアイドル"
231,"四辻琥太郎","鳥取県出身のミュージシャン"
232,"城戸未來","和歌山県出身のフォークシンガー"
233,"武蔵野くるみ","新潟県出身のアイドル"
234,"稲葉柚葉","島根県出身のベーシスト"
235,"東郷健太郎","宮城県出身の歌手"
236,"京極悠斗","愛知県出身の演歌歌手"
237,"二色彩音","長崎県出身のベーシスト"
238,"鞍馬健太","奈良県出身の作曲家"
239,"綾部心春","熊本県出身のアイドル"
240,"三澄真奈","福岡県出身の作曲家"
241,"沖杏奈","三重県出身のミュージシャン"
242,"蒲生陽生","鳥取県出身のギタリスト"
243,"逢阪寧音","沖縄県出身の歌手"
244,"木下真奈","埼玉県出身の作詞家"
245,"九々龍桜子","青森県出身のミュージシャン"
246,"榊七海","岡山県出身のミュージシャン"
247,"細川大樹","高知県出身の歌手"
248,"月城優花","滋賀県出身のアイドル"
249,"松原麻央","茨城県出身のアイドル"
250,"徒野柚菜","熊本県出身のアイドル"
251,"九美羽","愛知県出身のベーシスト"
252,"冷泉葵","兵庫県出身のギタリスト"
253,"木下樹","愛知県出身のミュージシャン"
254,"小花衣陸人","岐阜県出身のフォークシンガー"
255,"西京陸斗","青森県出身の演歌歌手"
256,"大甕創太","大分県出身の作詞家"
257,"飛鳥美羽","千葉県出身のベーシスト"
258,"藤堂心花","宮城県出身のギタリスト"
259,"八神心音","和歌山県出身のシンガーソングライター"
260,"扇翔大","福井県出身のアイドル"
261,"市之宮翔太","長野県出身のアイドル"
262,"天津樹","佐賀県出身のミュージシャン"
263,"松平希美","青森県出身のロック歌手"
264,"風祭優花","山口県出身のギタリスト"
265,"九頭竜葵","鹿児島県出身のベーシスト"
266,"御嶽虎太郎","山形県出身のシンガーソングライター"
267,"扇瑛斗","山口県出身のフォークシンガー"
268,"縹心優","福島県出身の歌手"
269,"篁美緒","京都府出身のギタリスト"
270,"雪城陽太","北海道出身のアイドル"
271,"俵悠希","三重県出身のギタリスト"
272,"一色陸人","秋田県出身のアイドル"
273,"蘇我詩織","鳥取県出身のベーシスト"
274,"綾崎陽生","山口県出身の歌手"
275,"市松姫菜","佐賀県出身の歌手"
276,"北御門七海","北海道出身のミュージシャン"
277,"木下朝陽","山形県出身のギタリスト"
278,"秋月翔大","高知県出身の作曲家"
279,"天願颯大","長崎県出身のミュージシャン"
280,"五十嵐心暖","宮城県出身の作曲家"
281,"武蔵柚希","沖縄県出身の作曲家"
282,"秋風琥珀","徳島県出身のロック歌手"
283,"東雲結月","島根県出身の演歌歌手"
284,"篁健太","岩手県出身のベーシスト"
285,"物集桜子","石川県出身のロック歌手"
286,"清水晴翔","石川県出身のアイドル"
287,"伊達悠希","京都府出身の作詞家"
288,"和泉樹","島根県出身のアイドル"
289,"春日琥太郎","静岡県出身の作曲家"
290,"八坂悠人","沖縄県出身の作詞家"
291,"雪城琉偉","埼玉県出身の作曲家"
292,"榊颯太","石川県出身のミュージシャン"
293,"服部菜々子","青森県出身のアイドル"
294,"出雲遥真","群馬県出身の歌手"
295,"相良一華","鳥取県出身のアイドル"
296,"不破心暖","群馬県出身の演歌歌手"
297,"宇治原百花","富山県出身の作詞家"
298,"帯刀心春","高知県出身の演歌歌手"
299,"小清水美結","岡山県出身のフォークシンガー"
300,"南野翼","青森県出身のシンガーソングライター"
301,"二色結翔","宮崎県出身のアイドル"
302,"柊心音","静岡県出身のベーシスト"
303,"三ツ扇颯大","富山県出身のギタリスト"
304,"一堂悠生","愛媛県出身のギタリスト"
305,"柳生春翔","島根県出身のシンガーソングライター"
306,"郡司紗愛","鳥取県出身の作詞家"
307,"九重理仁","愛知県出身の歌手"
308,"蜂須賀大和","奈良県出身の作詞家"
309,"流鏑馬さくら","千葉県出身のフォークシンガー"
310,"九十九美桜","岡山県出身のギタリスト"
311,"山吹心","熊本県出身のロック歌手"
312,"南野怜央","滋賀県出身のロック歌手"
313,"一色諒","埼玉県出身のギタリスト"
314,"甲斐和輝","静岡県出身の作詞家"
315,"北御門瑛斗","徳島県出身の作詞家"
316,"北御門ひまり","島根県出身のアイドル"
317,"英輝","愛媛県出身のベーシスト"
318,"神楽坂翔大","栃木県出身のミュージシャン"
319,"桐島未來","青森県出身の歌手"
320,"橘玲奈","兵庫県出身の作曲家"
321,"北條大和","滋賀県出身のギタリスト"
322,"土御門葵","宮城県出身のフォークシンガー"
323,"徒野翔太","徳島県出身のギタリスト"
324,"御剣菜月","栃木県出身のロック歌手"
325,"鷹司莉奈","茨城県出身のミュージシャン"
326,"七々扇心美","石川県出身のベーシスト"
327,"清水和奏","千葉県出身の作詞家"
328,"久我悠","山形県出身のベーシスト"
329,"薬袋暖","富山県出身のアイドル"
330,"犬童理仁","長崎県出身のフォークシンガー"
331,"小太刀琉聖","佐賀県出身のベーシスト"
332,"霧雨陸斗","沖縄県出身のギタリスト"
333,"香坂玲奈","長野県出身のロック歌手"
334,"蘇我蒼","宮崎県出身のベーシスト"
335,"望月菜々子","神奈川県出身のギタリスト"
336,"大歳杏菜","長崎県出身のロック歌手"
337,"九々龍心桜","香川県出身の作詞家"
338,"氷室愛海","秋田県出身のロック歌手"
339,"宝生琴音","富山県出身のフォークシンガー"
340,"雪村椿","愛知県出身の作詞家"
341,"十朱翔大","大阪府出身の演歌歌手"
342,"片桐心優","鹿児島県出身のアイドル"
343,"摂津拓海","福井県出身のロック歌手"
344,"仙石創太","福井県出身の演歌歌手"
345,"辻旭","熊本県出身のミュージシャン"
346,"童子大貴","奈良県出身のロック歌手"
347,"蒲生愛菜","滋賀県出身のベーシスト"
348,"片桐健太","山梨県出身のミュージシャン"
349,"綾崎湊大","新潟県出身のベーシスト"
350,"九重紗良","福島県出身の作詞家"
351,"小桜結月","京都府出身の歌手"
352,"周防和奏","三重県出身の作曲家"
353,"一色歩夢","福井県出身のアイドル"
354,"榊樹","京都府出身のシンガーソングライター"
355,"三条結愛","徳島県出身のアイドル"
356,"御影あかり","熊本県出身のベーシスト"
357,"望月璃空","富山県出身のミュージシャン"
358,"与謝野朔太郎","鳥取県出身のロック歌手"
359,"九々龍美優","広島県出身のシンガーソングライター"
360,"中務晴翔","滋賀県出身のアイドル"
361,"神楽坂柚希","香川県出身の歌手"
362,"有馬遥香","福岡県出身の演歌歌手"
363,"菱川翔","石川県出身のギタリスト"
364,"菖蒲川遥","三重県出身のロック歌手"
365,"片桐直樹","秋田県出身のベーシスト"
366,"八十悠真","埼玉県出身のミュージシャン"
367,"九頭竜一颯","熊本県出身の歌手"
368,"東条琉空","新潟県出身のシンガーソングライター"
369,"百目鬼莉央","佐賀県出身のロック歌手"
370,"久遠寺翔太","長崎県出身のシンガーソングライター"
371,"葛葉心桜","宮崎県出身の作曲家"
372,"西城菜月","神奈川県出身の作曲家"
373,"東郷新大","群馬県出身のロック歌手"
374,"三澄一花","富山県出身の演歌歌手"
375,"秋月琉聖","長崎県出身のアイドル"
376,"美作湊","岩手県出身の歌手"
377,"月島暖","岐阜県出身のロック歌手"
378,"社麗","鹿児島県出身の作曲家"
379,"帯刀志帆","千葉県出身のロック歌手"
380,"柳颯大","沖縄県出身のミュージシャン"
381,"北御門翔琉","岐阜県出身のミュージシャン"
382,"扇紗愛","宮崎県出身のロック歌手"
383,"城戸太一","福井県出身のベーシスト"
384,"草薙蒼太","高知県出身のアイドル"
385,"柳生新太","三重県出身のアイドル"
386,"向坂陸","三重県出身のアイドル"
387,"柳生翔大","高知県出身のフォークシンガー"
388,"小団扇大樹","福島県出身のフォークシンガー"
389,"久遠寺優花","京都府出身のロック歌手"
390,"秋月悠斗","香川県出身のミュージシャン"
391,"涼風陸人","岡山県出身のベーシスト"
392,"小団扇琥太郎","青森県出身のベーシスト"
393,"土御門咲菜","滋賀県出身のミュージシャン"
394,"鬼ヶ原菜月","富山県出身のベーシスト"
395,"神楽坂優花","岩手県出身のアイドル"
396,"高千穂陽葵","岩手県出身のミュージシャン"
397,"土佐凜太郎","栃木県出身のフォークシンガー"
398,"八千代悠人","山梨県出身の作曲家"
399,"涼風虎太郎","栃木県出身の歌手"
400,"八坂遥真","栃木県出身のアイドル"
401,"最上優","岡山県出身の作詞家"
402,"縹一颯","茨城県出身のロック歌手"
403,"天神宙","岩手県出身の作曲家"
404,"安倍奏太","長崎県出身のギタリスト"
405,"石動陽葵","山形県出身の歌手"
406,"速水七海","富山県出身の歌手"
407,"山吹くるみ","石川県出身の作曲家"
408,"伊藤龍之介","島根県出身の作曲家"
409,"蓮見明莉","長野県出身のベーシスト"
410,"御子神陽葵","群馬県出身のアイドル"
411,"下條美空","秋田県出身の作曲家"
412,"円教寺愛菜","鹿児島県出身のミュージシャン"
413,"童門悠太","和歌山県出身のギタリスト"
414,"扇一華","東京都出身の歌手"
415,"斎藤明里","鹿児島県出身のシンガーソングライター"
416,"椿原紗良","長野県出身のギタリスト"
417,"神宮寺愛菜","群馬県出身のベーシスト"
418,"須磨紗愛","兵庫県出身のアイドル"
419,"如月陽菜","東京都出身のロック歌手"
420,"市松彩羽","兵庫県出身のアイドル"
421,"綾小路蒼真","群馬県出身の作曲家"
422,"鬼ヶ原結人","宮城県出身のロック歌手"
423,"月読仁","山形県出身のミュージシャン"
424,"八剣明里","秋田県出身のギタリスト"
425,"不動直樹","東京都出身のミュージシャン"
426,"明石桜","東京都出身のベーシスト"
427,"吾妻心陽","東京都出身のアイドル"
428,"北條朝陽","徳島県出身のシンガーソングライター"
429,"浪花津琥太郎","岩手県出身のシンガーソングライター"
430,"織部紗良","長野県出身のミュージシャン"
431,"三条愛華","大分県出身の作曲家"
432,"千両紗愛","奈良県出身のミュージシャン"
433,"矢吹颯大","岩手県出身の作詞家"
434,"辻真奈","香川県出身のロック歌手"
435,"鞍馬陽向","徳島県出身の作曲家"
436,"源陽向","奈良県出身のアイドル"
437,"速水ひまり","山口県出身のミュージシャン"
438,"涼風ひかり","京都府出身の演歌歌手"
439,"春夏冬和輝","長野県出身のアイドル"
440,"乙丸奏翔","奈良県出身のシンガーソングライター"
441,"不知火歩夢","富山県出身のアイドル"
442,"天神蓮","青森県出身のアイドル"
443,"八神千尋","長野県出身のシンガーソングライター"
444,"西城琉聖","茨城県出身のベーシスト"
445,"伊達明莉","沖縄県出身のロック歌手"
446,"羽衣陽葵","大分県出身の演歌歌手"
447,"清水心結","佐賀県出身のアイドル"
448,"九十九遥","三重県出身のシンガーソングライター"
449,"冷泉璃音","兵庫県出身のフォークシンガー"
450,"花崎明莉","広島県出身の演歌歌手"
451,"大歳結心","山梨県出身の歌手"
452,"一色瑛斗","奈良県出身の歌手"
453,"二宮百花","佐賀県出身の作詞家"
454,"沖太陽","香川県出身のシンガーソングライター"
455,"天願菜々","福井県出身のミュージシャン"
456,"円城寺結愛","福島県出身のミュージシャン"
457,"設楽一花","香川県出身の作曲家"
458,"皇蒼空","山梨県出身のベーシスト"
459,"九重駿","静岡県出身のアイドル"
460,"服部優真","鳥取県出身の演歌歌手"
461,"村椿陽人","埼玉県出身のベーシスト"
462,"不動莉乃","山梨県出身のギタリスト"
463,"五百扇拓海","山口県出身のアイドル"
464,"一色輝","青森県出身の作詞家"
465,"大歳琉空","熊本県出身のフォークシンガー"
466,"五十嵐美優","石川県出身のアイドル"
467,"氏家裕太","三重県出身のフォークシンガー"
468,"秋月晴","青森県出身のギタリスト"
469,"伊達湊","神奈川県出身のアイドル"
470,"歳国煌大","山口県出身のシンガーソングライター"
471,"石動空","兵庫県出身の作詞家"
472,"須磨優心","富山県出身のシンガーソングライター"
473,"九重葵","静岡県出身のシンガーソングライター"
474,"御子柴遥真","東京都出身の演歌歌手"
475,"一条悠太","福岡県出身のフォークシンガー"
476,"土御門遥斗","山口県出身のベーシスト"
477,"石動桜","山梨県出身のアイドル"
478,"山吹美月","大阪府出身のロック歌手"
479,"鬼柳愛菜","佐賀県出身のアイドル"
480,"大月大樹","大阪府出身のベーシスト"
481,"松原桜","山形県出身のフォークシンガー"
482,"足利太陽","宮城県出身のアイドル"
483,"扇屋陸人","静岡県出身のギタリスト"
484,"美作莉奈","山梨県出身のフォークシンガー"
485,"藤原菜月","大阪府出身のシンガーソングライター"
486,"甲斐琥珀","岡山県出身の歌手"
487,"能美快斗","山形県出身の作曲家"
488,"不知火心音","新潟県出身のギタリスト"
489,"霧生あかり","福井県出身の作詞家"
490,"椿原鈴","大阪府出身のフォークシンガー"
491,"薬師寺優衣","宮崎県出身のアイドル"
492,"雨宮愛梨","滋賀県出身の演歌歌手"
493,"歳国美空","鳥取県出身の歌手"
494,"斎藤咲菜","大分県出身のフォークシンガー"
495,"八千代丈太郎","茨城県出身のギタリスト"
496,"霧雨陸","神奈川県出身のフォークシンガー"
497,"神宮寺美結","福岡県出身の作詞家"
498,"村椿心咲","静岡県出身の歌手"
499,"羽衣駿","鹿児島県出身のロック歌手"
500,"水無月芽依","広島県出身のミュージシャン"
501,"飛鳥孝太郎","宮崎県出身の作詞家"
502,"剣持颯真","京都府出身のフォークシンガー"
503,"夏目花","愛知県出身のロック歌手"
504,"城戸千尋","静岡県出身の演歌歌手"
505,"東雲怜","沖縄県出身の演歌歌手"
506,"黒武者凛太郎","山梨県出身の演歌歌手"
507,"菱川陽向","高知県出身のベーシスト"
508,"摂津陽向","島根県出身の作詞家"
509,"大甕陽大","高知県出身のミュージシャン"
510,"村椿凛","神奈川県出身のロック歌手"
511,"鬼丸陽斗","神奈川県出身のベーシスト"
512,"吾妻結月","神奈川県出身の演歌歌手"
513,"苗代颯大","広島県出身のアイドル"
514,"鬼柳大輝","鹿児島県出身の歌手"
515,"諸星拓海","山口県出身の演歌歌手"
516,"鬼ヶ原愛花","石川県出身のフォークシンガー"
517,"柳生彩心","岐阜県出身の演歌歌手"
518,"御嶽心優","神奈川県出身のシンガーソングライター"
519,"宇治凛太郎","宮崎県出身の演歌歌手"
520,"十朱ひかり","岐阜県出身のアイドル"
521,"最上結愛","秋田県出身のアイドル"
522,"九頭竜心陽","千葉県出身のギタリスト"
523,"帯刀龍之介","長野県出身の演歌歌手"
524,"更科怜央","岐阜県出身の歌手"
525,"夏目遥真","岐阜県出身のシンガーソングライター"
526,"鞍馬莉子","福岡県出身のベーシスト"
527,"織部瑛太","大阪府出身のアイドル"
528,"辰巳悠馬","愛知県出身のアイドル"
529,"朽葉拓海","広島県出身のフォークシンガー"
530,"東郷晴矢","山口県出身のロック歌手"
531,"布袋大貴","山口県出身の作詞家"
532,"春夏冬旭","静岡県出身のミュージシャン"
533,"四童子柚菜","大阪府出身の歌手"
534,"雀部寧音","東京都出身の作詞家"
535,"松葉姫菜","千葉県出身の歌手"
536,"涼風太一","愛媛県出身のフォークシンガー"
537,"宝生颯真","栃木県出身のアイドル"
538,"布袋仁","大阪府出身のミュージシャン"
539,"金扇心","広島県出身の作曲家"
540,"一色美羽","大分県出身のシンガーソングライター"
541,"南雲明莉","宮城県出身のベーシスト"
542,"篁咲菜","京都府出身の作曲家"
543,"村雨琉偉","愛知県出身の作曲家"
544,"秋月彩音","栃木県出身の作詞家"
545,"久遠寺太一","徳島県出身のフォークシンガー"
546,"不動悠生","神奈川県出身のミュージシャン"
547,"四ツ目遥真","大阪府出身の作曲家"
548,"水無月快斗","岩手県出身の演歌歌手"
549,"鬼屋敷琥太郎","宮城県出身の演歌歌手"
550,"笹部悠太","栃木県出身のシンガーソングライター"
551,"神凪悠斗","鹿児島県出身の演歌歌手"
552,"鬼丸圭","福島県出身のギタリスト"
553,"長船心春","埼玉県出身のフォークシンガー"
554,"九十九琉偉","兵庫県出身のベーシスト"
555,"俵ひまり","神奈川県出身の作詞家"
556,"久我百花","北海道出身のベーシスト"
557,"鳳陽向","群馬県出身の作詞家"
558,"小太刀愛","愛媛県出身のアイドル"
559,"帯刀太一","東京都出身のギタリスト"
560,"天神海翔","大分県出身のアイドル"
561,"不動陽翔","石川県出身の演歌歌手"
562,"帯刀丈","岡山県出身のロック歌手"
563,"飛鳥湊大","新潟県出身の演歌歌手"
564,"犬童大輝","和歌山県出身のベーシスト"
565,"月影愛子","鳥取県出身のシンガーソングライター"
566,"志摩樹生","長崎県出身の歌手"
567,"宇治原虎太郎","秋田県出身の演歌歌手"
568,"東郷陽","熊本県出身のギタリスト"
569,"袈裟丸大河","大分県出身のアイドル"
570,"鳳愛梨","福岡県出身のシンガーソングライター"
571,"徒野美羽","群馬県出身のギタリスト"
572,"薬袋琉聖","北海道出身のシンガーソングライター"
573,"八坂咲良","岡山県出身のシンガーソングライター"
574,"十六夜ひかり","愛媛県出身のシンガーソングライター"
575,"春風翼","滋賀県出身のシンガーソングライター"
576,"足利優真","和歌山県出身の演歌歌手"
577,"真田裕太","福島県出身のシンガーソングライター"
578,"綾小路遥真","山形県出身の演歌歌手"
579,"藤堂琉空","高知県出身のアイドル"
580,"春雨大貴","広島県出身のロック歌手"
581,"御子神杏","高知県出身のロック歌手"
